Anomalias de precipitação mm/day
SJ Rio Preto
Ano Anomalia
     -64,067245
     -46,777164
     2,909866
     29,889088
     -41,774212
     -19,095396
     4,300920
     -17,558413
     -7,209149
     -5,697901
     -18,595558
     -40,669941
     -7,637094
     4,709635
     -26,044241
     -19,168385
     105,938126
     -39,368240
     -15,670054
     -19,527670
     3,226213
     -7,648380
     -18,631702
     17,247391
     17,200922
     -20,043564
     12,264219
     -87,334328
     -38,638729
     22,200436
     -20,275213
     27,291044
     -13,404855
     -13,130829
     -6,111142
     29,571348
     50,761028
     50,728233
     16,370346
     52,991207
     -34,837330
     -65,514000
     13,214163
     11,466872
     125,079269
     -8,883492
     -15,846344
     -12,849028
     6,958463
     104,923813
     -52,012371
     -90,719727
     34,696014
     64,384811
     69,909203
     -4,704831
     -22,313635
     -14,805568
     44,111897
     50,302132
     73,420624
     -53,319801
     84,450188
     131,909470
     14,906554
     -37,515270
     -13,641182
     -6,768802
     11,933482
     -14,739809
     -18,633120
     -12,082445
     -60,374504
     -28,335707
     -20,425116
     -75,407173
     102,548401
     39,379517
     -49,041397
     -32,552525
     -21,542110
     17,285635
     32,082493
     56,148407
     -68,041214
     30,169689
     -0,708946
     -90,492165
     33,413685
     5,541354
     -3,420716
     24,339949
     -5,950771
     11,975303
     1,926618
     4,485196
     11,789949
     23,969177
     43,855091
     -9,837809
     43,393913
     -70,952957
     -64,032082
     19,037180
     -24,230745
     26,213942
     21,829807
     4,411654
     -53,526550
     33,638470
     -55,872334
     93,110550
     -38,090630
     -19,397133
     12,831292
     -20,342421
     -10,968705
     -3,916939
     -4,691198
     -28,203100
     8,080701
     -21,174278
     -1,265749
     -43,456879
     -29,162294
     -75,089905
     -3,249217
     48,625572
     6,865727
     20,335804
     -18,803223
     -46,584137
     51,186630
     17,928902
     -38,038254
     129,760590
     -112,814545
     -57,260162
     5,796266
     -0,462396
     18,493856
     -10,867204
     -8,041721
     3,803037
     24,458548
     -38,720642
     33,768303
     -33,558559
     162,511322
     40,007381
     -35,995010
     -14,736784
     -17,109858
     -6,752648
     -7,940190
     2,074957
     9,813706
     -6,603862
     80,594551
     209,542526
     10,070383
     -29,340647
     -33,999672
     5,236341
     -21,245083
     39,545609
     -19,509569
     -47,823326
     -34,542278
     -14,806594
     -46,197815
     15,842688
     13,271298
     -6,543332
     34,894161
     -27,382374
     -15,522767
     -15,212555
     1,606459
     -36,872482
     4,103117
     -45,895798
     -74,119270
     62,508091
     -0,194854
     27,258543
     -48,927525
     -8,309561
     19,637873
     13,601539
     18,220911
     54,409210
     26,251772
     59,435852
     34,636715
     41,278282
     -55,624683
     -34,521271
     -24,359627
     -28,767578
     -14,982165
     -12,874970
     -18,036263
     8,729440
     -4,146080
     -28,252825
     -14,853876
     30,390316
     37,582939
     77,861404
     7,231707
     -38,777081
     8,238792
     -10,517418
     -4,031228
     -44,167336
     62,188313
     -19,494930
     -55,102024
     -58,259033
     -58,693985
     -39,812275
     19,228807
     0,931820
     77,432663
     -6,409364
     -16,896004
     4,936340
     -25,105463
     -30,123014
     10,387131
     -89,701447
     26,827614
     16,996447
     9,948017
     -8,795036
     33,697662
     -2,210301
     -16,998619
